Stock,证券名称,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,PB_Y1,PB_Y2,PB_Y3,PB_Y4,PB_Y5
600744.SH,华银电力,-31.5,-1.96,21.67,90.42,-28.69,3467.79,4841.66,2565.67,2118.74,3120.18,0.02,0.02,0.02,0.02,0.05
600745.SH,闻泰科技,-38.15,353.95,7.49,32.92,-61.05,65346.76,121103.38,81150.42,58947.14,16302.4,0.06,0.04,0.25,0.04,0.05
600746.SH,江苏索普,-28.99,26.32,-9.02,129.71,-36.52,3444.15,5853.36,1922.42,2196.61,2492.13,0.05,0.04,0.04,0.02,0.03
600748.SH,上实发展,-16.23,11.9,-15.8,-13.79,-12.28,6345.3,7470.48,9056.8,10956.7,9027.73,0.01,0.01,0.01,0.01,0.01
600749.SH,西藏旅游,-53.56,1.09,-6.75,18.19,28.76,2948.28,2292.35,1995.03,2151.63,3739.26,0.07,0.02,0.02,0.02,0.02
600750.SH,江中药业,-5.44,-5.58,5.66,43.05,14.67,9012.46,9020.64,6684.3,6578.25,7644,0.03,0.02,0.02,0.02,0.02
600751.SH,海航科技,-56.67,8.33,-10.44,13.22,-22.1,6479.36,8221.23,7301.83,8171.97,13243.75,0.01,0.01,0.01,0.01,0.02
600753.SH,庚星股份,-52.23,6.15,67.71,0.96,-14.73,3029.91,3507.3,3322.37,1991.68,3852.8,0.26,0.11,0.1,0.16,0.12
600754.SH,锦江酒店,-33.81,39.41,82.83,16.37,1,55511.77,55512.42,43318.84,25081.55,23549.12,0.02,0.02,0.02,0.04,0.04
600755.SH,厦门国贸,-29.57,8.77,-6.15,15.6,6.53,14494.62,14600.14,12358.54,13579.52,18344.22,0.02,0.01,0.01,0.01,0.01
600756.SH,浪潮软件,-13.88,36.96,-24.71,-15.15,3.61,4398.02,4248.93,5052.7,6702.36,5765.72,0.03,0.02,0.03,0.02,0.02
600757.SH,长江传媒,-4.9,-3.49,-10.48,8.01,16.76,6916.93,6492.21,6419.4,7475.14,8433.8,0.01,0.01,0.01,0.01,0.01
600758.SH,辽宁能源,-55.86,35.15,-5.81,3.63,0.27,5058.45,5018.82,5335.8,3409.91,4991.4,0.02,0.01,0.01,0.01,0.01
600759.SH,ST洲际,-45.54,17.84,-36.07,58.08,-20.29,4945.42,6390.66,4042.15,6255.17,9619.86,0.02,0.01,0.01,0.01,0.01
600760.SH,中航沈飞,-21.1,14.41,159.41,30.57,-14.32,114945.66,133294.59,109317.08,12593.3,12035.13,1.22,0.05,0.05,0.11,0.12
600761.SH,安徽合力,-12.75,15.58,55.36,-8.41,9.08,9733.38,9259.66,10510.57,7201.96,7786.7,0.02,0.01,0.01,0.02,0.02
600763.SH,通策医疗,48.62,120.12,179.8,-28.25,-26.27,49054.71,63807.36,88663.37,32875.22,10363.08,0.11,0.12,0.19,0.41,0.23
600764.SH,中国海防,-14.48,19.9,25.92,16.75,-44.76,16316.05,20169.87,15103.21,9356.67,9169.71,0.2,0.09,0.17,0.04,0.04
600765.SH,中航重机,-38.78,39.22,160.13,123.35,-12.57,45594.66,48055.12,21435.05,7958.97,9351.6,0.03,0.01,0.02,0.04,0.06
600766.SH,*ST园城,-13.74,-6.56,-26.08,-13.56,237.77,3399.29,1054.72,1227.15,1668.29,2057.94,0.37,0.32,0.32,0.21,0.18
600767.SH,*ST运盛,-29.13,0.87,-40.92,176.94,-37.9,1592.05,2570.46,975,1626.14,2253.42,0.1,0.07,0.06,0.04,0.11
600768.SH,宁波富邦,-35.28,27.96,-30.98,9.09,-1.98,1229.14,1265.25,1171.63,1638.4,1966.08,0.13,0.1,0.07,0.05,0.06
600769.SH,祥龙电业,-35.91,43.55,-5.72,17.17,33.33,3074.81,2354.86,1964.88,2081.12,2253.61,0.46,0.29,0.37,0.33,0.36
600770.SH,综艺股份,-38.87,14.82,13.42,40.34,-19.47,9048,10387,7982,7007,9880,0.03,0.02,0.02,0.02,0.03
600771.SH,广誉远,-29.91,-18.15,-7.44,217.82,-34.54,13617.64,21185.51,7345.56,8344.31,10941.48,0.08,0.05,0.03,0.03,0.09
600773.SH,西藏城投,-49.53,-3.2,20.99,308.54,-32.97,14876.84,23163.61,5207.81,4327.41,8517.22,0.03,0.02,0.01,0.02,0.06
600774.SH,汉商集团,-6.36,-21.5,26.4,25.19,-31.5,3328.77,3777.78,3106.58,2530.62,3431.02,0.06,0.05,0.04,0.06,0.03
600775.SH,南京熊猫,4.33,26.89,-26.47,33.56,6.69,6993.84,6684.79,5032.07,6825.88,5294.09,0.02,0.02,0.03,0.02,0.03
600776.SH,东方通信,62.72,84.84,-42.62,-3.23,-20.9,9603.16,11898.71,12185.97,21033.16,8186.05,0.03,0.05,0.09,0.05,0.04
600777.SH,新潮能源,-49.35,10.2,-26.87,49.49,0,13878.21,14209.14,9597.4,8507.6,8793.45,0.02,0.01,0.01,0.01,0.01
600778.SH,友好集团,-25.66,20.68,-26.66,13.25,55.48,2141.16,1388.02,1241.75,1689.9,1875.85,0.02,0.02,0.02,0.02,0.02
600779.SH,水井坊,-32.29,69.13,62.54,62.18,-30.52,41227.47,58591.54,40538.96,25269.71,22863.94,0.15,0.09,0.13,0.21,0.24
600780.SH,通宝能源,-32.75,9.21,7.47,13.29,57.44,7360.55,4677.73,4196.2,4035.69,5445.89,0.01,0.01,0.01,0.01,0.01
600781.SH,*ST辅仁,-45.46,-54.94,-39.61,2.66,-36.21,819.64,1332.38,1336.12,2174.47,4082.86,0.38,0.02,0.01,0,0.01
600782.SH,新钢股份,-22.06,4.89,-4.72,21.84,-15.15,13041.88,16836.46,14636.24,16358.15,18337.78,0.02,0.01,0.01,0.01,0.01
600783.SH,鲁信创投,2.77,1.02,-2.12,-6.22,0.15,9237.5,9617.12,11038.85,11716.22,11425.92,0.03,0.03,0.03,0.03,0.03
600784.SH,鲁银投资,-5.93,3.9,6.9,9.85,-3.73,3443.16,3602.25,3210.2,2977.25,3051.12,0.02,0.02,0.02,0.02,0.02
600785.SH,新华百货,-22.66,-8.33,-14.52,4.32,42.5,4183.2,2955.77,2856.49,3388.98,4736,0.02,0.02,0.01,0.01,0.02
600787.SH,中储股份,-55.26,4.77,-12.3,38.44,-17.51,10785.3,13600.48,10141.08,11460.96,20458.11,0.02,0.01,0.01,0.01,0.01
600789.SH,鲁抗医药,-4.9,25.42,44.98,-18.91,-1.71,6438.77,6595.69,7984.38,6143.8,4623.53,0.02,0.02,0.02,0.03,0.02
600790.SH,轻纺城,-12.98,-2.31,4.34,0.8,50.8,6815.93,4822.45,4939.72,4983.69,6240.08,0.01,0.01,0.01,0.01,0.01
600791.SH,京能置业,-48.2,6.03,32.33,-20.19,21.66,2162.06,1800.21,2275.14,1736.88,3130.01,0.02,0.01,0.01,0.01,0.01
600792.SH,云煤能源,-37.77,31.84,20.48,4.41,-16.19,3435.03,4078.49,4108.18,3474.63,4207.18,0.01,0.01,0.01,0.01,0.01
600793.SH,宜宾纸业,-38.11,9.29,-30.12,70.43,-3.76,2333.36,2420.05,1425.85,1698.49,2482.97,0.16,0.04,0.03,0.02,0.04
600794.SH,保税科技,-42.7,49.21,-12.99,-0.81,24.07,4739.51,3915.25,4000.1,4630.42,5302.5,0.03,0.02,0.02,0.02,0.02
600795.SH,国电电力,-15.82,-7.31,-0.39,42.57,48.89,76158.09,56538.91,44213.4,45981.93,61309.24,0.01,0.01,0.01,0.01,0.01
600796.SH,钱江生化,-30.12,4.96,-10.79,20.19,-4.76,1606.47,1705.94,1482.9,1633.6,2218.32,0.04,0.03,0.03,0.03,0.08
600797.SH,浙大网新,-39.56,41.31,-31.83,-0.73,-13.95,6011.03,6987.18,7151.59,10309.65,9927.66,0.03,0.02,0.02,0.02,0.02
600798.SH,宁波海运,-36.03,12.31,50.77,-25.31,-9.88,4488.31,4319.27,5308.88,3669.83,5195.49,0.02,0.01,0.01,0.02,0.01
600800.SH,渤海化学,-23.5,10.85,-15.93,1.76,-21.97,2883.44,3757.22,2847.06,3384.7,3971.21,0.55,1.98,0.27,0.03,0.02
600801.SH,华新水泥,21.25,135.96,-13.37,-0.62,-19.03,20183.06,34903.49,38484.12,46640.26,17925.39,0.02,0.02,0.03,0.02,0.02
600802.SH,福建水泥,1.27,21.15,17.01,-7.77,-26.94,2451.63,3400.2,3739.31,3375.76,2776.22,0.04,0.03,0.03,0.03,0.02
600803.SH,新奥股份,-28.83,9.61,31.3,38.51,-10.71,23526.64,26297.02,16706.95,13080.35,14806.49,0.03,0.01,0.01,0.05,0.04
600804.SH,ST鹏博士,-59.15,-13.24,9.51,-9.85,-48.61,4484.27,8880.62,9625.44,8766.03,24393.05,0.04,0.01,0.01,0.04,0.05
600805.SH,悦达投资,-25.2,10.48,-10.96,-2.05,-3.28,3613.67,3749.71,3826.24,4310.9,5186.68,0.01,0.01,0.01,0.01,0.01
600807.SH,济南高新,-63.28,-4.61,-0.57,15.9,-23.83,2675.86,3226.78,2809.66,2841.14,7878.05,0.04,0.05,0.03,0.03,0.14
600808.SH,马钢股份,-11.86,-2.43,-9.19,44.57,-16.52,16769.38,22021,15874.22,18321,24646.81,0.01,0.01,0.01,0.01,0.01
600809.SH,山西汾酒,-38.56,164.77,333.81,22.13,-10.83,347036.03,383783.72,324944.2,77666.59,49344.69,0.1,0.05,0.11,0.36,0.26
600810.SH,神马股份,44.88,5.63,23.37,49.64,-33.34,5548.02,8889.69,5341.42,4536.47,3109.23,0.01,0.01,0.01,0.02,0.02
600811.SH,东方集团,-20.2,-8.39,8.85,-17.92,-18.87,8928.33,11180.87,13558.2,12480.98,14992.51,0.01,0.01,0.01,0.01,0.01
600812.SH,华北制药,-19.34,153.34,11.38,16.12,-45.86,10437.15,19439.19,16780.98,16047.12,8056.18,0.02,0.01,0.03,0.03,0.03
600814.SH,杭州解百,-43.76,1.61,11.64,19.35,16.14,5284.05,4669.12,3997,3639.49,6435.24,0.03,0.02,0.01,0.01,0.02
600815.SH,厦工股份,-32.48,0.06,-20.79,40.36,-14,4719.09,5730.33,4098.16,5127.13,4200.29,0.08,0.07,-0.07,0.03,0.04
600816.SH,ST安信,-59.14,1.64,-68.52,227.1,-19.05,19162.02,24268.38,7633.22,23373.45,32668.66,0.04,0.02,0.02,0.02,-0.27
600817.SH,宇通重工,-46.31,3.65,107.49,-9.48,-33.8,1688.21,2507.28,2288.48,1131.79,2000.48,0.21,0.12,0.12,0.78,0.03
600818.SH,中路股份,-54.58,13.36,-33.62,9.7,228.03,6940.65,2307.67,2129.43,3201.65,6286.35,0.11,0.05,0.06,0.04,0.04
600819.SH,耀皮玻璃,-26.39,25.85,18.77,-7.53,-15.35,3961.04,4716.9,5110.47,4496.3,4897.71,0.02,0.01,0.01,0.02,0.01
600820.SH,隧道股份,-23.36,-0.63,-6.69,3.6,3.29,16569.39,16915.24,17009.56,18990.34,26284.64,0.01,0.01,0.01,0.01,0.01
600821.SH,金开新能,-43.5,15.43,1.35,110.48,-24.38,9271.37,9164.66,1923.16,1910.67,2893.06,0.08,0.04,0.19,0.02,0.03
600822.SH,上海物贸,-35.01,18.92,5.07,-12.68,-7.71,3573.92,3926.91,4618.74,4421.9,5796.9,0.12,0.07,0.08,0.07,0.05
600823.SH,ST世茂,-23.28,27.87,6.67,-25.7,-28.73,8852.76,12303.83,17292.89,16880.26,18530.77,0.01,0.01,0.01,0.01,0
600824.SH,益民集团,-30.76,4.05,6.46,8.35,8.43,4142.33,4068.54,3868.28,3625.85,5090.95,0.02,0.02,0.01,0.02,0.02
600825.SH,新华传媒,-20.81,17.62,-23.77,5.98,-14.79,4148.2,4931.87,4660.2,5987.21,6446.96,0.02,0.02,0.02,0.02,0.02
600826.SH,兰生股份,-27.46,22.22,-24.51,14.72,4.14,3836.66,3975.07,3567.05,4791.12,5539.86,0.02,0.01,0.01,0.01,0.01
600827.SH,百联股份,-37.04,8.59,65.59,-4.76,-9.02,20362.15,22395.65,24375.98,15468.63,22465.5,0.01,0.01,0.01,0.01,0.01
600828.SH,茂业商业,-19.78,1.91,-14.85,-0.02,13.92,6786.93,6250.21,6457.97,3079.12,3971.54,0.03,0.01,0.01,0.01,0.01
600829.SH,人民同泰,-51.14,17.43,11.02,-7.73,-2.97,3699.69,3896.85,4302.77,3954.84,7097.84,0.05,0.02,0.02,0.02,0.02
600830.SH,香溢融通,-50.51,16.58,-3.57,6.46,12.91,2862.23,2530.58,2421.54,2503.32,4311.52,0.02,0.01,0.01,0.01,0.01
600831.SH,广电网络,-17.15,37.95,-27.83,-7,-1.35,4177.8,4397.91,4795.74,6563.91,4603.29,0.02,0.01,0.02,0.01,0.01
600833.SH,第一医药,-34.71,3.86,4.24,-2.07,24.11,2516.41,2085.86,2170.63,2099.24,3100.9,0.04,0.03,0.03,0.03,0.03
600834.SH,申通地铁,-29.69,8.42,34.75,7.38,-17.75,3904.98,4759.5,4487.39,3446.7,4520.81,0.03,0.02,0.02,0.03,0.03
600835.SH,上海机电,-40,17.59,20.47,-16.18,-27.86,10586.59,14720.03,17791.19,15600.88,22862.13,0.03,0.01,0.02,0.02,0.01
600836.SH,上海易连,-26.16,32.73,-2.24,26.11,3.35,4217.64,4022.91,3260.75,3293.88,3317.36,0.04,0.03,0.04,0.03,0.04
600837.SH,海通证券,-30.64,80.1,-16.51,0.39,-27.29,77109.68,103997.63,104064.81,125104.35,104145.73,0.01,0.01,0.01,0.01,0.01
600838.SH,上海九百,-39.13,7.55,8.9,-1.88,24.85,3126.88,2625.78,2742.03,2557.63,3944.68,0.03,0.02,0.02,0.02,0.02
600839.SH,四川长虹,-34.1,27.77,1.73,14.93,-18.95,12183.49,15275.51,13383.38,13427.68,16057.73,0.01,0.01,0.01,0.01,0.01
600841.SH,动力新科,-46.85,8.28,56.97,10.63,-47.66,4015.56,2559.75,6618.06,4755.36,8092.04,0.03,0.02,0.02,0.02,0.03
600843.SH,上工申贝,-37.9,16.23,-18.88,13.25,-20.83,2933.88,2780.11,2470.05,3122.15,4733.07,0.03,0.02,0.02,0.01,0.02
600844.SH,丹化科技,-46.46,58.38,-16.97,-16.62,-16.29,2890.27,3334.04,3627.37,4483.51,5354.33,0.03,0.02,0.03,0.03,0.03
600845.SH,宝信软件,13.48,110.99,114.45,22.23,-3.58,75233.66,78297.47,65585.89,31367.39,11969.69,0.03,0.03,0.06,0.12,0.11
600846.SH,同济科技,-25.09,33.72,-7.04,3.73,14.67,5616.61,5098.05,5160.53,5816.53,6016.45,0.03,0.02,0.02,0.02,0.02
600847.SH,万里股份,-26.13,-3.29,-13.89,77.5,-1.33,2348.36,2616.62,1502.22,1707.62,2368.29,0.04,0.03,0.03,0.02,0.04
600848.SH,上海临港,-6.98,19.64,-16.29,-8.9,-18.24,29353.9,22604.32,25220.59,20437.36,10085.53,0.04,0.03,0.06,0.03,0.02
600850.SH,电科数字,-19.6,65.47,9.21,30.5,-24.84,11142.55,14568.47,11495.13,10824.97,8306.36,0.04,0.03,0.04,0.04,0.05
600851.SH,海欣股份,-35.96,16.85,5.4,10.79,-33.42,5405.87,7625.42,7043.54,7246.77,9919.65,0.03,0.03,0.03,0.02,0.03
600853.SH,龙建股份,-28.52,20.53,3.44,4.24,36.03,3768.38,2783.58,2252.66,2219.16,2587.41,0.03,0.01,0.02,0.01,0.01
600854.SH,春兰股份,-38.17,11.59,0.18,67.18,-28.11,2358.34,3199.86,1963.55,1979.14,2898.58,0.01,0.01,0.01,0.01,0.02
600855.SH,航天长峰,-39.91,37.84,25.89,17.38,-31.96,4304.3,6082.01,5206.03,4190.05,4895.6,0.06,0.03,0.05,0.04,0.05
600857.SH,宁波中百,-10.44,11.11,-3.45,14.03,11.35,2487.71,2256.66,1991.96,2065.99,2074.96,0.03,0.09,0.04,0.04,0.05
600858.SH,银座股份,-32.91,5.46,29.57,-22.07,27.48,3348.54,2686.07,3389.94,2675.72,3788.45,0.01,0.01,0.01,0.01,0.01
600859.SH,王府井,-33.29,6.48,139.12,-10.91,5.65,30770.23,26392.18,18530.76,7957.19,12272.61,0.02,0.01,0.01,0.02,0.03
600860.SH,京城股份,-35.74,35.2,-28.18,367.81,-33.2,4453.26,6343.4,1410.36,1932,2212.14,0.06,0.03,0.06,0.04,0.14
600861.SH,北京城乡,-26.39,23.8,112.42,35.87,-5.11,6960.2,7289.68,5658.14,2696.01,3003.31,0.01,0.01,0.01,0.03,0.03
600862.SH,中航高科,-43.05,102.41,180.62,22.96,-36.68,31051.06,49815.44,41930.78,15351.4,7650.3,0.04,0.02,0.04,0.1,0.1
600863.SH,内蒙华电,-21.79,23.28,-1.56,62.07,-8.05,22778.84,25715.94,14927.94,15973.36,17249,0.02,0.01,0.01,0.01,0.02
600864.SH,哈投股份,-43.58,83.79,3.63,-23.81,-23,9778.68,12712.29,17664.04,16769.4,12531.84,0.01,0.01,0.01,0.01,0.01
600865.SH,百大集团,-28.77,17.64,16.11,31.43,6.73,3611.91,3502.8,2690.12,2370.31,2923.39,0.02,0.01,0.01,0.01,0.02
600866.SH,星湖科技,-32.49,42.61,14.03,25.23,-14.81,4382.38,4611.48,3604.54,2865.55,2968.81,0.03,0.02,0.02,0.02,0.03
600867.SH,通化东宝,-27.3,-7.88,10.24,-15.58,-10.5,18266.83,22215.9,27121.24,25729.95,37640.87,0.09,0.06,0.05,0.05,0.04
600868.SH,梅雁吉祥,-29.28,21.76,-10.12,-6.56,-9.37,5068.06,5637.5,5865.28,6548.61,7611.58,0.03,0.02,0.03,0.02,0.02
600869.SH,远东股份,-15.91,1.06,-18.22,74.76,-28.53,11207.73,15269.15,8855.22,10874.83,12502.82,0.02,0.02,0.02,0.02,0.04
600871.SH,石化油服,-32.2,24.14,-12.79,9.99,-5.87,26867.37,29038.47,23603.62,27216.41,7524.95,0.07,0.06,0.06,0.05,0.05
600872.SH,中炬高新,20.34,35.32,75.99,-43.02,-2.89,28956.81,30248.31,53095.87,31347.67,19724.74,0.06,0.07,0.08,0.12,0.09
600873.SH,梅花生物,-12.23,14.1,11.27,74.96,40.14,30972.3,23766.41,14385.44,13709.32,16038.45,0.02,0.01,0.02,0.02,0.03
600874.SH,创业环保,-37.41,-12.02,-3.87,7.8,-11.29,6621.22,7686.71,7360.54,7817.17,14144.84,0.04,0.02,0.02,0.01,0.01
600875.SH,东方电气,-30.45,18.33,11.25,123.2,-1.88,42172.04,42773.61,19909.1,18351.51,22425.19,0.01,0.01,0.01,0.01,0.02
600876.SH,凯盛新能,-45.78,46.39,18.84,112.09,-45.93,7664.2,11013.16,5427.52,4501.01,5277.22,0.2,0.05,0.07,0.08,0.06
600877.SH,电科芯片,-26.61,22.66,49.11,79.87,-10.83,11112.89,10762.84,5917.5,3993.11,4419.22,-0.16,-0.21,0.21,0.2,0.44
600879.SH,航天电子,-31.73,10.81,26.14,14.01,-17.31,18491.04,22406.8,20340.15,14457.84,16770.9,0.02,0.01,0.01,0.02,0.02
600880.SH,博瑞传播,-30.11,7.74,-3.12,98.88,-21.27,5891.43,8208.66,4230.03,4361.19,3864.83,0.02,0.01,0.02,0.01,0.03
600881.SH,亚泰集团,-37.31,-3.71,-1.63,5.7,-26.33,7797.39,10558.97,10071.63,10282.59,10004.19,0.01,0.01,0.01,0.01,0.01
600882.SH,妙可蓝多,-16.32,93.12,310.19,1.86,-45.27,13088.71,22921.31,23341.31,5919.57,3641.05,0.03,0.03,0.05,0.16,0.06
600883.SH,博闻科技,-36.1,26.97,0.77,12.22,-13.05,1706.92,2011.47,1817.88,1803.71,2226.31,0.03,0.02,0.03,0.03,0.03
600884.SH,杉杉股份,-33.92,5.51,96.62,93.06,-44.12,31981.7,54218.53,29353.01,15168.55,15924.87,0.02,0.01,0.01,0.02,0.04
600885.SH,宏发股份,-23.52,56.36,58.67,40.33,-36.86,34835.75,55589,40380.97,25657.04,22007.7,0.06,0.04,0.05,0.08,0.09
600886.SH,国投电力,12.48,17.55,-3,37.59,-0.27,75440.41,79898.57,60185.15,62295.69,49809.41,0.02,0.02,0.02,0.02,0.02
600887.SH,伊利股份,-27.92,39.6,49.26,-3.78,-23.69,195547.66,247113.47,263124.62,182749.95,194214.15,0.08,0.05,0.08,0.1,0.08
600888.SH,新疆众和,-38.23,11.63,33.95,56.16,1.43,10911.84,10266.22,5607.05,3857.78,5610.09,0.02,0.01,0.01,0.01,0.02
600889.SH,南京化纤,-46.44,0.65,-5.13,45.11,-20.05,1824.4,2275.01,1473.87,1561.76,2591.66,0.02,0.01,0.01,0.01,0.02
600892.SH,大晟文化,-8.99,-33.88,-51.44,54.04,19.24,2953.21,2355.97,1572.45,3085.45,2357.47,0.03,0.02,0.04,0.06,0.09
600893.SH,航发动力,-19.33,0.44,184.84,17.61,-33.5,104430.75,147800.38,125118.07,42226.71,52413.32,0.02,0.02,0.02,0.04,0.05
600894.SH,广日股份,-41.19,39.93,11.35,-0.85,-9.86,5546.66,6484,6948.37,6458.2,8040.5,0.01,0.01,0.01,0.01,0.01
600895.SH,张江高科,5.68,3.11,12.19,-9.68,-24.2,17562.14,23323.26,26389.67,23710.44,22146.26,0.03,0.03,0.03,0.03,0.02
600897.SH,厦门空港,-0.46,10.72,-23.2,1.96,1.84,4988.32,4934.71,4949.6,6653.08,6694.77,0.02,0.02,0.02,0.01,0.01
600898.SH,ST美讯,-33.02,-2.54,-24.89,-13.26,5.55,1333.33,1305.55,1520.19,1984.84,3005.03,0.07,0.06,-0.15,-0.05,0.1
600900.SH,长江电力,6.12,20.82,8.36,24.2,-3.74,477579.04,516240.2,435734.02,404360,179377.63,0.03,0.03,0.03,0.03,0.03
600901.SH,江苏金租,-5,10.54,-9.73,-0.98,16.15,16260.61,15053.62,9870.01,11505.24,0,0,0.02,0.02,0.01,0.01
600903.SH,贵州燃气,26.05,-1.63,-13.95,-25.64,-19.81,8821.51,11017.63,14454.95,9336.87,2056.05,0.06,0.07,0.06,0.05,0.04
600905.SH,三峡能源,0,0,0,557.34,-23.11,48426.15,64368.21,0,0,0,0,0,0,0,0.03
600906.SH,财达证券,0,0,0,557.28,-41.06,9935.28,6380,0,0,0,0,0,0,0,0.04
600908.SH,无锡银行,-32.62,9.54,14.1,0.25,-3.76,9341.66,10000.18,10479.51,9417.48,6231.57,0.02,0.01,0.01,0.01,0.01
600909.SH,华安证券,-35.17,57.85,11.71,-22.05,-13.35,21562.27,25414.33,28968.36,26433.3,19643.54,0.02,0.01,0.02,0.02,0.01
600916.SH,中国黄金,0,0,0,221.24,-5.7,10391.98,2471.4,0,0,0,0,0,0,0,0.04
600917.SH,重庆燃气,-35.76,3.22,-4.64,23.6,-3.45,12385.76,13054.84,10674.16,11296.56,17333.84,0.05,0.03,0.03,0.02,0.03
600918.SH,中泰证券,0,0,1119.78,-43.48,-36.2,16724.14,26012.42,12891.96,0,0,0,0,0,0.04,0.02
600919.SH,江苏银行,-16.87,28.03,-16.54,12.98,34.42,107075.92,85583.62,62409.33,82577.83,43444.72,0.01,0.01,0.01,0.01,0.01
600925.SH,苏能股份,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600926.SH,杭州银行,-7.85,28.3,70.65,-12.05,3.86,66274.02,64875,75217.1,42925.44,16899.03,0.01,0.01,0.01,0.01,0.01
600927.SH,永安期货,0,0,0,2.6205E+13,-61.82,8503.59,5461.24,0,0,0,0,0,0,0,0.06
600928.SH,西安银行,0,88.75,-26.19,-18.83,-14.39,10648.8,4969.23,6425.33,3453.33,0,0,0,0.01,0.01,0.01
600929.SH,雪天盐业,188.17,-20.26,-15.09,34.67,12.61,8352.27,6846.62,1875.64,2212.98,0,0,0.03,0.02,0.02,0.03
600933.SH,爱柯迪,-50.27,89.96,17.32,26.18,-4.17,16084.14,16579.23,13327.76,3725.71,2124.75,0.06,0.02,0.03,0.03,0.04
600935.SH,华塑股份,0,0,0,58158.2,-42.8,8346.16,2948.96,0,0,0,0,0,0,0,0.06
600936.SH,广西广电,-45.84,2.74,-13.14,-8.06,20.91,6049.11,5079.92,5564.52,6416.74,8204.45,0.03,0.02,0.02,0.02,0.02
600938.SH,中国海油,0,0,0,0,90.43,26602.81,0,0,0,0,0,0,0,0,0
600939.SH,重庆建工,-38.04,5.94,-21.07,13.56,-13.89,6637.24,7421.51,6713.76,1970.06,1346.73,0.03,0.01,0.01,0.01,0.01
600941.SH,中国移动,0,0,0,0,26.04,32532.68,0,0,0,0,0,0,0,0,0
600955.SH,维远股份,0,0,0,361.21,-53.57,7578.97,6274.13,0,0,0,0,0,0,0,0.03
600956.SH,新天绿能,0,0,875.79,73.22,-44.06,2788.35,2319.05,1355.59,0,0,0,0,0,0.03,0.05
600958.SH,东方证券,-42.1,37.37,9.63,35.91,-36.97,66777.18,87947.33,66716.38,61088.4,43328.51,0.02,0.01,0.01,0.01,0.02
600959.SH,江苏有线,-50.62,-1.23,-16.16,0.43,-7.08,14852.13,16452.36,14985.17,17738.79,11420.74,0.02,0.01,0.01,0.01,0.01
600960.SH,渤海汽车,-52.85,-9.23,46.78,-5.33,-14.92,3241.26,3792.56,4410.39,2276.42,5012.55,0.02,0.01,0.01,0.01,0.01
600961.SH,株冶集团,-12.04,10.63,-11.48,28.7,-23.57,3744.95,4905.36,3839.89,4383.18,4499.22,0.23,-0.03,-0.03,-0.03,-0.04
600962.SH,国投中鲁,-28.89,11.9,11.55,11.03,30.04,3455.93,2695.15,2334.44,2077.88,2593.54,0.03,0.02,0.03,0.03,0.04
600963.SH,岳阳林纸,-38.05,11.33,25.08,94.62,-29.65,9619.54,13936.71,7563.17,4621.2,6707.51,0.01,0.01,0.01,0.01,0.02
600965.SH,福成股份,-6.8,-28.69,-16.93,18.03,32.85,6787.03,5313.37,4642.03,5796.4,5686.6,0.05,0.04,0.03,0.02,0.03
600966.SH,博汇纸业,-47.66,72.06,190.86,-30.1,-10.16,11884.55,13822.97,20092.77,7098.64,8021.07,0.02,0.01,0.01,0.03,0.02
600967.SH,内蒙一机,-13.85,2.57,16.26,-0.69,-31.83,13956.36,20191.1,20545.92,10210.1,9915.08,0.03,0.02,0.02,0.02,0.02
600968.SH,海油发展,0,101.71,-17.42,26,1.2,29275.5,5464.76,4457.6,5464.76,0,0,0,0.02,0.01,0.01
600969.SH,郴电国际,-33.3,12.37,13.4,13.37,-4.52,2745.77,2949.3,2734.67,2449.73,3267.02,0.01,0.01,0.01,0.01,0.01
600970.SH,中材国际,-44.4,33.45,5.15,68.52,-22.9,14846.94,19917.9,11955.01,12107.27,16646.95,0.02,0.01,0.01,0.01,0.02
600971.SH,恒源煤电,-44.04,35.76,13.13,5.05,18.71,8592.03,7752.03,7548.03,7176.03,10430.04,0.02,0.01,0.01,0.01,0.01
600973.SH,宝胜股份,-28.77,5.91,16.8,40.65,-19.22,5971.86,7424.14,5316.19,4644.03,4528.91,0.02,0.01,0.01,0.01,0.02
600975.SH,新五丰,-40.69,142.99,2.85,-14.77,5.98,4640.52,4431.67,5247.51,5247.51,2685.77,0.03,0.02,0.05,0.04,0.04
600976.SH,健民集团,-39.72,26.69,49.87,231.68,-30.1,7572.65,12009.91,3892.25,2724.12,3608.65,0.03,0.02,0.02,0.03,0.08
600977.SH,中国电影,-5.17,8.62,-16.54,7.94,6.59,25391.2,23916.27,23262.82,28415.74,8701,0.03,0.02,0.02,0.02,0.02
600979.SH,广安爱众,-25.19,7.35,5.36,9.08,-6.18,4066.46,4460.78,4128.07,3971.67,3855.08,0.01,0.01,0.01,0.01,0.01
600980.SH,北矿科技,-37.84,45.21,-2.59,34.58,-23.25,2120.28,2753.48,2088.32,2140.07,2244.48,0.04,0.03,0.04,0.03,0.03
600981.SH,汇鸿集团,-33.85,3.48,-16.93,17.15,-9.1,6480.63,7915.79,6861.85,2718.77,1397.92,0.02,0.01,0.02,0.01,0.01
