Stock,证券名称,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,PB_Y1,PB_Y2,PB_Y3,PB_Y4,PB_Y5
002667.SZ,鞍重股份,-34.28,7.17,-2.53,197.02,22.04,5445.19,4610.72,1584.82,992.5,1572.71,0.03,0.02,0.02,0.02,0.06
002668.SZ,奥马电器,-57.73,16.44,-30.4,41.64,-3.01,5756.63,5984.3,3348.86,3871.34,7335.83,0.04,0.01,0.02,0.02,0.1
002669.SZ,康达新材,-55.5,32.44,21.81,3.38,-22.6,3230.26,4098.77,4122.57,3115.37,4797.55,0.03,0.01,0.02,0.02,0.02
002670.SZ,国盛金控,-33.29,26.81,13.04,-23.7,-23.22,12029.03,15584.17,22321.07,20627.13,9582.64,0.02,0.02,0.02,0.02,0.02
002671.SZ,龙泉股份,-40.87,11.01,-7.05,14.56,-11.79,1978.78,2160.15,1954.67,2111.53,2265.14,0.02,0.01,0.01,0.01,0.01
002672.SZ,东江环保,-29.45,-20.75,0.05,-15.88,-23.13,3836.45,4997.58,5988.61,5943.77,9084.27,0.04,0.03,0.02,0.02,0.01
002673.SZ,西部证券,-37.93,29.32,4.5,-19.38,-23.49,25025,33161.2,35508.66,34318.03,43142.67,0.02,0.02,0.02,0.02,0.01
002674.SZ,兴业科技,-23.42,53.54,21.96,-8.22,-0.74,3122.65,3243.97,3648.39,3307.86,2476.44,0.01,0.01,0.01,0.02,0.01
002675.SZ,东诚药业,-33.87,109.26,31.63,-19.46,8.57,12217.31,11641.84,13583.72,10665.07,6813.24,0.03,0.02,0.03,0.04,0.03
002676.SZ,顺威股份,-82.97,10.04,5.22,35.76,-3.98,3038.25,3153.45,2375.88,2260.69,11505.04,0.11,0.02,0.02,0.02,0.03
002677.SZ,浙江美大,-40.47,39.65,25.51,18.91,-33.92,4769.78,7248.74,6611.54,4186.2,4795.77,0.1,0.05,0.06,0.07,0.06
002678.SZ,珠江钢琴,-33.92,48.31,-9.12,-1.56,-16.77,8104.72,9774.54,10002.65,11304.89,10707.95,0.04,0.02,0.03,0.03,0.03
002679.SZ,福建金森,42.91,-6.36,-29.75,11.34,-20.12,2473.08,3095.48,2715.91,3800.39,2931.7,0.04,0.06,0.05,0.04,0.04
002681.SZ,奋达科技,-54.86,54.05,-22.78,-7.8,-1.87,4779.28,4350.31,4835.71,6057.6,6614.31,0.03,0.01,0.02,0.03,0.03
002682.SZ,龙洲股份,-42.79,4.67,-9.3,49.52,-22.16,2733.07,3214.22,2173.24,1967.29,2162.3,0.02,0.01,0.01,0.01,0.02
002683.SZ,广东宏大,13.16,137.18,96.7,-14.81,-9.61,17724.96,19425.2,21896.15,11444.71,4233.31,0.02,0.02,0.04,0.08,0.04
002685.SZ,华东重机,-52.74,40.16,-40.35,-6.54,-2.69,3035.68,3100.79,3170.45,5192.97,5728.8,0.03,0.01,0.01,0.01,0.01
002686.SZ,亿利达,-45.39,-9.55,18.46,-13.72,-13.25,2283.77,2554.06,2877.54,2222.24,3616.49,0.04,0.02,0.02,0.04,0.02
002687.SZ,乔治白,-10.35,1.73,10.93,18.54,4.55,1954.6,1954.2,1853.11,1757.49,2248.73,0.03,0.02,0.02,0.02,0.02
002688.SZ,金河生物,-29.11,48.79,-6.24,15.95,-13.98,3936.37,3805.91,3428.2,3920.42,3334,0.03,0.02,0.02,0.02,0.03
002689.SZ,远大智能,-35.06,10.98,-10.18,1.27,41.24,4890.23,3412.76,3392.43,3767.81,5281.97,0.04,0.03,0.03,0.03,0.03
002690.SZ,美亚光电,13.49,91.4,16.47,-12.92,-14.6,10332.8,12456.85,14658.34,12820.49,6293.36,0.06,0.07,0.12,0.14,0.11
002691.SZ,冀凯股份,-48.83,-19.14,-22.98,10.78,2.55,1794.85,1713.41,1556.01,2034.54,4803.68,0.06,0.03,0.02,0.02,0.02
002692.SZ,ST远程,-59.72,-9.23,-26.78,27.12,10.72,2661.36,2347.4,1833.06,2464.45,5611.2,0.05,0.02,0.02,0.02,0.03
002693.SZ,双成药业,-39.79,20.33,-6.84,10.28,56.98,2967.21,1904.13,1746.79,1879.92,2569.77,0.04,0.03,0.04,0.03,0.04
002694.SZ,顾地科技,-81.71,-22.73,-20.94,78.86,16.47,2542.02,2374.27,1356.72,1663.13,10838.24,0.13,0.02,0.02,0.02,0.04
002695.SZ,煌上煌,-42.08,68.08,45.99,-27.52,-13.62,6445.23,7573.67,10563.04,7504.81,7699.09,0.05,0.03,0.04,0.05,0.04
002696.SZ,百洋股份,-16.67,-33.18,-2.02,-1.87,29.2,2604.53,2042.62,2060.71,1097.45,1917.66,0.02,0.02,0.01,0.02,0.02
002697.SZ,红旗连锁,-19.8,49.93,-11.15,-17.04,6.1,6067.62,5733.52,7127.07,8140.6,5512.47,0.04,0.03,0.03,0.03,0.02
002698.SZ,博实股份,-9.22,81.96,16.26,8.34,9.63,11263.02,10492.74,9572.1,8644.74,5228.44,0.04,0.03,0.05,0.05,0.05
002699.SZ,*ST美盛,-70.76,23.81,-18.09,13.35,-54.59,3010.31,5848.55,5202.76,4815.34,13189.47,0.05,0.01,0.02,0.02,0.03
002700.SZ,ST浩源,-7.32,-28.6,-44.22,17.86,8.27,1487.73,1390.03,1254.27,2245.59,3350.1,0.05,0.04,0.03,0.02,0.02
002701.SZ,奥瑞金,-16.9,-10.95,17.08,44.38,-21.07,12982.89,17118.07,11933.75,10280.87,11238.66,0.03,0.02,0.02,0.02,0.02
002702.SZ,海欣食品,-24.89,9.21,106.33,-29.91,14.51,2660.61,2332.38,2697.13,1374.18,1569.39,0.03,0.02,0.03,0.05,0.04
002703.SZ,浙江世宝,-50.38,10.04,26.24,19.3,47.35,5126.87,3495.33,3235.44,2544.1,3723.51,0.04,0.02,0.03,0.03,0.04
002705.SZ,新宝股份,-23.73,89.15,162.66,-41.1,-32.46,13702.17,20327.32,33635.87,13127.94,2618.29,0.03,0.02,0.03,0.07,0.03
002706.SZ,良信股份,-25.09,42.49,279.83,-22.27,-18.96,11822.5,13936.79,18312.13,4941.68,4574.24,0.04,0.03,0.04,0.12,0.09
002707.SZ,众信旅游,-42.69,-0.9,-17.91,14.31,76.42,7867.52,3846.34,3004.54,3312.82,5063.15,0.05,0.02,0.02,0.02,0.1
002708.SZ,光洋股份,11.87,6.59,-24.87,16.17,-20.95,2257.58,2760.45,2396.4,3190.15,1570.37,0.02,0.02,0.03,0.02,0.02
002709.SZ,天赐材料,-53.69,55.13,422.01,95.62,-24.71,60588.36,78688.85,39338.22,7599.87,8259.68,0.06,0.03,0.04,0.17,0.17
002712.SZ,思美传媒,-56.82,41.89,-43.02,5.58,-4.16,2677.47,2894.23,2761.37,3150.25,3813.33,0.03,0.01,0.02,0.01,0.01
002713.SZ,东易日盛,-31.52,-24.41,10.14,-21.28,2.51,2549.9,2483.57,3168.7,2853.49,1774.29,0.07,0.04,0.04,0.07,0.04
002714.SZ,牧原股份,-0.57,217.78,56.4,-0.51,-6.21,175554.46,189432.22,192361.83,103617.07,31697.37,0.06,0.06,0.12,0.07,0.05
002715.SZ,登云股份,-43.81,10.23,44.98,-25.55,48.08,2544.72,1758.12,2285.56,1580.9,2001.15,0.06,0.03,0.03,0.05,0.03
002716.SZ,金贵银业,-45.38,-54.05,-10.86,25.59,-5.8,6565.01,6762.63,5183.86,1786.58,5876.63,0.03,0.02,0.01,-0.02,0.04
002717.SZ,岭南股份,-21.69,-20.49,-23.38,-3.44,-19.29,3921.61,3883.81,3825.29,4981.17,5756.79,0.04,0.02,0.02,0.01,0.01
002718.SZ,友邦吊顶,-39.19,-8.2,-7.14,-15.08,6.72,833.48,778.69,1014.93,1111.43,1176.64,0.04,0.02,0.02,0.02,0.01
002719.SZ,麦趣尔,-38.64,8.11,-32.44,39.53,63.29,2706.5,1699.31,1228.61,1900.38,2372.95,0.03,0.02,0.02,0.02,0.02
002721.SZ,*ST金一,-60.99,-10.91,-45.14,4.59,-3.65,3129.36,2457.55,2324.77,3627.07,6385.64,0.06,0.01,0.01,0.01,0.01
002722.SZ,物产金轮,-48.89,12,-24.27,42.17,-18.86,2298.66,2840.73,2049.39,2695.52,2377.84,0.03,0.01,0.01,0.01,0.01
002723.SZ,小崧股份,-57.96,5.68,45.32,62.47,-4.64,4302.34,3682.69,2388.36,1652.72,2638.02,0.06,0.03,0.03,0.04,0.07
002724.SZ,海洋王,-33.75,40.5,4.19,124.58,-50.23,1962.57,5957.73,2484.29,2370.21,2599.28,0.03,0.02,0.03,0.02,0.05
002725.SZ,跃岭股份,-10.39,23.24,-15.51,31.79,-26.22,1590.6,2051.64,1595.93,1704.05,987.37,0.02,0.02,0.03,0.02,0.03
002726.SZ,龙大美食,-31.04,16.06,88.63,-15.93,-11.18,9879.51,10366.73,12542.63,6862.41,8531.09,0.05,0.03,0.03,0.04,0.03
002727.SZ,一心堂,-10.99,33.25,47.84,18.02,-11.25,12551.02,15294.78,12766.94,6981.6,5375.89,0.04,0.03,0.03,0.04,0.04
002728.SZ,特一药业,-26.01,36.43,-26.12,52.46,47.76,3603.29,2177.43,1511.22,2046.75,2041.37,0.04,0.03,0.03,0.02,0.04
002729.SZ,好利科技,-67.7,149.88,2.14,49.48,6.38,4444.42,4175.32,3103.29,3350.67,4131.49,0.1,0.03,0.08,0.07,0.1
002730.SZ,电光科技,-48.69,21.15,16.24,34.84,-34.73,2674.81,3664.16,2876.13,2325.5,3773.58,0.05,0.02,0.03,0.03,0.04
002731.SZ,萃华珠宝,-5.25,-24.18,-9.29,58.45,64.05,3774.91,2569.23,1518.07,1702.13,2338.78,0.02,0.02,0.02,0.01,0.02
002732.SZ,燕塘乳业,-37.16,30.06,4.19,22.33,-10.04,3706.64,4184.69,3482.07,3417.6,4295.15,0.05,0.03,0.03,0.03,0.04
002733.SZ,雄韬股份,-41.18,170.38,-22.55,11.95,-23.43,6264.71,8449.14,6854.51,8796.18,5400.2,0.03,0.02,0.04,0.03,0.03
002734.SZ,利民股份,-29.89,39.76,24.8,6.03,-26.2,3040.65,4261.35,4100.06,3398.46,2095.34,0.03,0.02,0.02,0.02,0.02
002735.SZ,王子新材,-33.43,46.71,101.67,-21.39,2.11,2858.46,2674.41,3356.02,1386.19,1346.68,0.05,0.03,0.04,0.08,0.05
002736.SZ,国信证券,-22.23,52.96,10.32,-11.71,-18.81,78384.81,101335.32,111848,102910,88970,0.02,0.01,0.02,0.02,0.01
002737.SZ,葵花药业,-1.7,5.81,9,15.28,53.43,13537.12,9612.64,7911.81,7872.84,3711.26,0.03,0.03,0.03,0.03,0.03
002738.SZ,中矿资源,-50.11,16.7,59.97,168.97,41.51,28509.02,20834.18,6413.6,3116.81,3026.23,0.09,0.02,0.02,0.03,0.06
002739.SZ,万达电影,-37.66,-17.23,-0.73,-11.03,-8.73,29509.17,33296.31,35285.62,31965.8,22004.97,0.05,0.03,0.02,0.03,0.04
002740.SZ,*ST爱迪,-43.62,20.82,-21.12,-8.25,-32.82,1235.17,1145.07,1205.98,1188.24,1397.03,0.02,0.01,0.01,0.01,0.02
002741.SZ,光华科技,5.11,-21.28,1.67,80.64,-9.29,6082.11,7093.55,3984.43,2767.36,2241.46,0.05,0.05,0.04,0.04,0.05
002742.SZ,ST三圣,-62.83,-25.81,10.01,13.54,-38.57,1871.57,2995.13,2659.12,1174.13,3112.1,0.07,0.02,0.02,0.02,0.02
002743.SZ,富煌钢构,-45.5,12.74,-0.33,10.69,-24.38,2320.13,2991.91,2189.5,2168.79,2157.91,0.02,0.01,0.01,0.01,0.01
002745.SZ,木林森,-50.79,22.47,6.65,6.46,-46.28,7796.43,14572.76,13386.56,9955.57,7385.91,0.04,0.01,0.02,0.02,0.02
002746.SZ,仙坛股份,0.73,76.09,-23.63,41.87,-3.03,6500.63,7444.5,4197.64,5653.74,1919.97,0.02,0.02,0.02,0.02,0.02
002747.SZ,埃斯顿,-23.67,34.31,169.29,-12.3,-16.91,17002.29,19215.89,21770.05,8195.81,3128.11,0.06,0.05,0.06,0.15,0.09
002748.SZ,世龙实业,-53.24,6.27,-15.01,85.05,-11.2,2412,2700,1495.2,1773.6,1230.68,0.03,0.01,0.02,0.01,0.03
002749.SZ,国光股份,-20.44,22.91,0.72,-4.55,-9.84,3541.32,2769.59,3014.89,2932.67,1209,0.06,0.04,0.04,0.04,0.03
002750.SZ,龙津药业,-42.07,134.57,-33.34,97.54,-24.68,4431.67,6422.54,3336,5113.1,2148.75,0.06,0.03,0.08,0.05,0.1
002751.SZ,*ST易尚,-45.75,17.71,-27.36,27,-64.59,1087.01,2889.27,2238.06,2960.96,2985.85,0.11,0.03,0.04,0.02,0.02
002752.SZ,昇兴股份,-33.42,-15.33,6.87,5.8,-22.47,5071.9,6584.36,5397.88,5096.65,1733.78,0.05,0.03,0.03,0.03,0.02
002753.SZ,永东股份,-32.56,-11.08,9.89,18.61,-12.93,2027.93,2389.12,2059.23,1569.46,1719.03,0.04,0.02,0.02,0.02,0.02
002755.SZ,奥赛康,-20.63,26.29,-15.37,1.75,-35.25,7369.52,4502.35,2249.88,2436.97,973.73,0.05,0.04,0.06,0.04,0.04
002756.SZ,永兴材料,-54.55,61.92,207.7,210.15,-36.41,25047.27,39193.67,13274.75,3317.99,3757.13,0.03,0.01,0.02,0.06,0.13
002757.SZ,南兴股份,-18.29,-9.91,42.19,0.08,-25.76,3035.88,4267.01,3747,2650.66,1397.54,0.05,0.02,0.02,0.02,0.02
002758.SZ,浙农股份,-30.63,51.39,14.69,7.42,23.42,2701.63,2416.39,2311.01,1867.65,1279.61,0.04,0.02,0.04,0.09,0.02
002759.SZ,天际股份,-55.93,14.99,85.44,75.52,-43.78,6526.42,11781.84,6683.78,3659.59,2076.19,0.02,0.01,0.01,0.03,0.04
002760.SZ,凤形股份,-67.33,22.35,-6.03,61.08,-22.31,1803.61,2298.06,1288.49,1307.62,2008.17,0.07,0.03,0.03,0.02,0.03
002761.SZ,浙江建投,-12.89,2.22,-25.98,-5.24,191.6,10383.93,1829.9,1989.43,3765.22,1980.73,0.06,0.05,0.06,0.02,0.01
002762.SZ,金发拉比,-44.85,10.12,10.89,85.56,-16.97,1884.39,2173.32,1113.48,1059.54,1137.19,0.04,0.02,0.02,0.02,0.04
002763.SZ,汇洁股份,-41.01,9.12,-6.06,55.14,-25.27,1421.37,2005.23,1415.96,1519.68,1594.34,0.03,0.02,0.02,0.02,0.02
002765.SZ,蓝黛科技,-28.17,-18.18,12.75,50.68,9.74,3436.26,3408.35,2137.14,1284.32,1405.52,0.03,0.02,0.02,0.02,0.02
002766.SZ,索菱股份,-62.34,-43.27,37.29,44.35,-21.6,3788.99,2510.98,1170.99,918.95,2453.67,0.03,0.01,0.01,0.05,-0.03
002767.SZ,先锋电子,-32.01,5.65,-28.83,17.78,-9.35,1467.47,1566.99,1350.52,1842.76,772.13,0.05,0.03,0.03,0.02,0.02
002768.SZ,国恩股份,-21.81,5.03,36.6,-16.74,15.24,5129.22,4570.71,5534.7,4115.45,2476.89,0.07,0.03,0.03,0.03,0.02
002769.SZ,普路通,-29.03,-17.04,-24.82,9.24,24.2,2745.61,1769.71,1662.21,2183.94,2699.82,0.04,0.03,0.02,0.02,0.02
002771.SZ,真视通,-41.72,34.41,-6.22,6.84,17.28,2160.99,2229.6,1567.63,1449.06,1352.41,0.05,0.03,0.03,0.03,0.03
002772.SZ,众兴菌业,-41.74,8.18,71.11,-25.6,2.31,3351.9,3363.59,2943.88,1767.42,2384.49,0.02,0.01,0.01,0.02,0.01
002773.SZ,康弘药业,-45.41,43.15,35.73,-57.86,-17.82,10836.43,14056.47,32821.47,22967.72,4342.48,0.13,0.06,0.07,0.09,0.03
002774.SZ,快意电梯,-17.41,-5.21,-17.21,37.19,-18.39,1803.41,2367.19,1754.73,687.4,822.77,0.03,0.03,0.02,0.02,0.02
002775.SZ,文科园林,-53.24,4.02,-3.89,-0.96,-9.36,1816.75,1931.66,2007.65,2389.41,2556.82,0.04,0.01,0.01,0.01,0.01
002776.SZ,*ST柏龙,28.2,-29.14,-32.19,-33.41,-11.91,1640.87,1899.1,2813.68,4142.52,2036.57,0.02,0.03,0.02,0.01,0.01
002777.SZ,久远银海,-30.44,105.87,-4.05,25.42,-24.58,5981.97,8495.79,6352.4,6915.21,2034.16,0.12,0.04,0.08,0.06,0.07
002778.SZ,中晟高科,-26.12,21.46,15.64,8.4,-20.7,1771.5,2259.28,2127.04,1219.57,1306.24,0.03,0.02,0.03,0.05,0.04
002779.SZ,中坚科技,-24.99,2.45,-23.73,37.48,38.41,2790.32,2013.39,1501.75,1966.01,869.14,0.04,0.03,0.03,0.03,0.04
002780.SZ,三夫户外,-48.38,93.5,9.28,2.11,-28.43,1782.1,2279.22,2160.24,1936.74,1555.64,0.07,0.02,0.04,0.05,0.04
002781.SZ,*ST奇信,-39.56,13.67,-8.35,-54.69,-5.33,1475.69,1556.29,3133.09,3385.07,2162.64,0.03,0.02,0.02,0.02,0.01
002782.SZ,可立克,-21.02,-2.65,27.93,40.45,4.55,8165.1,8432.34,5648.76,4519.86,1493.13,0.07,0.06,0.05,0.04,0.06
002783.SZ,凯龙股份,-44.29,88.65,-13.27,10.16,-21.86,2826.52,3589.09,3227.65,3716.17,1965.61,0.03,0.01,0.03,0.02,0.02
002785.SZ,万里石,-29.35,51.49,13.1,72.06,16.21,5030.31,4315.62,2693.04,2215.76,1298.27,0.04,0.03,0.04,0.05,0.08
002786.SZ,银宝山新,-35.62,38.25,-19.05,-0.15,3.15,3493.37,3340.2,2586.03,3163.23,1281.11,0.03,0.02,0.03,0.03,0.04
002787.SZ,华源控股,-37.78,11.49,-11.32,-0.63,-2.01,1331.15,1383.23,1168.03,1217.66,1102.29,0.03,0.02,0.02,0.01,0.01
002788.SZ,鹭燕医药,-36.59,11.51,9.1,1.79,12.38,3160.19,2957.37,2998.8,2590.29,2052.27,0.03,0.02,0.02,0.01,0.01
002789.SZ,建艺集团,-31.46,1.92,7.86,-32.14,24.9,1553.39,1049.41,1530.45,1378.27,1488.73,0.03,0.02,0.02,0.02,0.02
002790.SZ,瑞尔特,-35.62,0.14,-7.08,71.63,-10.48,2199.31,2417.13,1466.98,1636.44,1062.4,0.03,0.02,0.02,0.01,0.02
002791.SZ,坚朗五金,-50.75,220.18,394.56,29.3,-43.94,17046.47,29102.46,22526.89,4739.61,1589.21,0.02,0.01,0.03,0.13,0.13
002792.SZ,通宇通讯,-14.05,31.94,-31.14,-8.06,-34,2566.18,2838.45,2959.05,4548.97,2513.89,0.04,0.04,0.04,0.03,0.03
002793.SZ,罗欣药业,-33.95,135.27,-24.41,1.43,-25.5,4577,3964.57,3964.52,3208.42,990.57,0.04,0.02,0.05,0.04,0.03
002795.SZ,永和智控,-4.63,-5.66,-32.3,30.25,8.36,2167.89,2054.56,1693.31,2786,1027.01,0.05,0.05,0.05,0.03,0.03
002796.SZ,世嘉科技,10.57,58.26,-31.92,-45.04,6.84,2010.02,1795.45,3457.12,4789.79,945.68,0.05,0.03,0.04,0.03,0.02
002797.SZ,第一创业,-45.42,54.62,20.41,-22.94,-21.27,23265.41,30249.17,34848.88,28999.87,18800.8,0.04,0.02,0.03,0.03,0.02
002798.SZ,帝欧家居,-30.15,92.8,-16.8,-23.67,-48.41,1982.34,3437.91,4565.58,5061.36,1779.15,0.07,0.02,0.03,0.02,0.01
002799.SZ,环球印务,-46.54,52.19,46.83,-17.86,19.8,3661.5,3054.19,3778.14,2712,1699.71,0.06,0.03,0.05,0.06,0.04
002800.SZ,ST天顺,-47.64,68.81,-30.4,7.91,72.02,2551.8,1504.96,1372.43,1970.61,1086.94,0.05,0.03,0.04,0.03,0.03
002801.SZ,微光股份,-37.76,79.61,32.26,-12.56,23.53,2873.06,2307.76,2692.42,2160.63,1007.14,0.05,0.03,0.04,0.05,0.04
002802.SZ,洪汇新材,-26.94,1.65,24.06,8.07,-22.7,2007.01,2615.55,1163.59,1227.9,1043.54,0.05,0.04,0.04,0.05,0.04
002803.SZ,吉宏股份,-45.21,86.07,113.04,-29.82,-27.83,4424.7,6020.36,8802.85,3124.81,2078.74,0.11,0.05,0.04,0.07,0.04
002805.SZ,丰元股份,-50.58,21.38,16.29,135.59,29.3,5375.99,4094.28,1324.23,1144.71,1561.55,0.05,0.02,0.03,0.03,0.05
002806.SZ,华锋股份,-18.84,-24.44,-23.61,43.2,-33.77,1479.08,2081.5,1194.11,1467.38,1265.4,0.08,0.03,0.02,0.02,0.03
002807.SZ,江阴银行,-38.58,11.21,-3.43,-2.96,8.56,8612.78,8352.33,9285.16,10052.18,5947.47,0.02,0.01,0.01,0.01,0.01
002808.SZ,ST恒久,7.5,5.64,-15.4,2.79,-14.61,1230.26,1403.54,1381.26,1646.89,1053.08,0.04,0.04,0.05,0.04,0.04
002809.SZ,红墙股份,-56.29,28.61,-5.17,-1.55,-6.84,1298.33,1401.15,1358.06,1350.05,2047.13,0.05,0.02,0.02,0.02,0.02
002810.SZ,山东赫达,-10.41,78,81.26,217.15,-63.63,7093.19,19366.72,6451.63,3599.98,1218.12,0.03,0.03,0.04,0.07,0.14
002811.SZ,郑中设计,-9.78,-10.51,-16.58,10.19,-16.49,1784.71,2149.32,2143.15,2586.21,906.3,0.03,0.02,0.02,0.02,0.02
002812.SZ,恩捷股份,-3.19,77.47,181.87,83.01,-49.39,97423,185801.74,76059.72,26316.6,6469.7,0.09,0.06,0.09,0.13,0.17
002813.SZ,路畅科技,-26.11,-6.5,-11.8,30.2,-4.64,2944.47,3007.88,1199.39,1308.95,1044.6,0.06,0.05,0.05,0.1,0.08
002815.SZ,崇达技术,-6.15,21.26,-16.19,21.44,-40.54,4285.32,7240.51,6121.09,7218.52,3348.99,0.06,0.05,0.04,0.03,0.03
002816.SZ,*ST和科,-30.54,45.47,6.24,-14.37,-26.24,1261,1828.43,2242.93,2090.71,1226.21,0.04,0.03,0.04,0.05,0.04
002817.SZ,黄山胶囊,-44.71,33.04,-1.71,34.91,8.11,2598.75,2498.48,1280.99,1961.34,1275.69,0.04,0.02,0.03,0.03,0.03
002818.SZ,富森美,-28.93,7.51,13.07,-6.49,8.71,3636.99,3733.14,4215.85,3804.13,2773.97,0.03,0.02,0.02,0.02,0.02
002819.SZ,东方中科,-20,59.8,25.54,8.4,-28.19,4710.86,4647.48,4383.16,3528.48,1149.5,0.07,0.05,0.08,0.1,0.18
002820.SZ,桂发祥,-24.56,-0.85,-12.19,1.04,38.32,2744.59,2066.55,2080.24,2402.42,1999.23,0.03,0.02,0.02,0.02,0.02
002821.SZ,凯莱英,14.28,94.85,140.01,51.02,-55.45,48421.12,101574.16,66632.69,29634.23,7139.35,0.07,0.07,0.1,0.13,0.17
002822.SZ,中装建设,-34.19,94.86,-33.92,-4.77,-28.51,2779.04,3744.24,4030.99,6157.12,2402.57,0.02,0.01,0.03,0.01,0.01
002823.SZ,凯中精密,-35.04,-7.46,12.77,10.64,-17.01,1444.2,1700.2,1613.36,1449.04,1563.17,0.04,0.02,0.02,0.02,0.02
002824.SZ,和胜股份,-55.71,19.69,44.99,199.54,-32.92,3856.84,5911.58,1702.42,844.75,911.7,0.05,0.02,0.03,0.04,0.08
002825.SZ,纳尔股份,-23.69,-2.47,9.41,66.39,-25.72,1974.51,2571.59,1262.88,835.13,742.47,0.04,0.03,0.03,0.03,0.04
002826.SZ,易明医药,-31.75,-0.79,-1.33,14.75,-4.78,1794.12,1306.15,1305,1351.8,1956.84,0.05,0.03,0.03,0.03,0.03
002827.SZ,高争民爆,-22.36,7.71,12.86,0.78,-7.63,2591.64,2862.12,2942.16,2685.41,1155.58,0.04,0.03,0.04,0.04,0.04
002828.SZ,贝肯能源,-12.76,-5.43,-24.22,3.44,1.95,1686.12,1322.32,1263.27,1658.99,1321.47,0.03,0.02,0.02,0.02,0.02
002829.SZ,星网宇达,-34.48,21.4,97.44,-6.5,-11.6,3530.4,3815.28,3698.81,1869.1,1605.14,0.06,0.03,0.04,0.07,0.06
002830.SZ,名雕股份,-34.54,-6.28,-24.53,3.65,11.49,772.81,709.97,712.65,942.64,920.3,0.05,0.03,0.03,0.02,0.02
002831.SZ,裕同科技,-28.04,48.97,15.81,16.26,1.13,17208.06,17515.15,15628.69,11308.84,6677.35,0.05,0.03,0.04,0.04,0.03
002832.SZ,比音勒芬,-4.46,34.6,10.67,65.3,3.79,9973,9391.99,5542.9,5213.95,2797.03,0.05,0.04,0.04,0.04,0.07
002833.SZ,弘亚数控,-45.47,18.41,86.07,15.93,-45.98,3148.7,5791.82,5357.72,2320.42,2069.99,0.09,0.04,0.04,0.06,0.05
002835.SZ,同为股份,-37.11,73.62,4.55,-14.49,0.64,1330.1,1316.84,1476.26,1433.2,958.03,0.04,0.02,0.04,0.04,0.03
002836.SZ,新宏泽,-41.03,9.65,-17.56,5.76,20.87,1816.32,1548.8,1571.2,1934.4,1085.65,0.08,0.04,0.05,0.04,0.04
002837.SZ,英维克,-25,13.2,55.16,140.88,7.35,11767.25,10401.13,4132.55,2612.65,1370.82,0.06,0.03,0.03,0.04,0.08
002838.SZ,道恩股份,-14.99,-1.9,149.74,-37.12,8.38,6229.56,5737.76,8696.2,1273.89,1297.8,0.06,0.05,0.04,0.06,0.04
002839.SZ,张家港行,-54.77,14.29,6.36,-1.66,-0.76,9505.27,8765.29,8117.14,5141.8,2118.51,0.03,0.01,0.01,0.01,0.01
002840.SZ,华统股份,-51.56,25.39,4.15,71.74,5.39,7814.54,7685.77,4559.86,2391.8,1775.95,0.06,0.03,0.03,0.03,0.05
002841.SZ,视源股份,27.23,53.31,36.85,-26.03,-24.92,26232.79,36724.14,46049.16,5998.01,2936.25,0.12,0.12,0.12,0.11,0.07
002842.SZ,翔鹭钨业,-42,37.4,-23.82,-7.02,-15.88,1684.72,1988.81,2363.49,1473.27,1095.75,0.06,0.03,0.04,0.03,0.03
002843.SZ,泰嘉股份,-45.59,9.44,-0.45,33.98,104.02,4292.8,2141.97,1648.47,1033.2,770,0.05,0.03,0.03,0.03,0.04
002845.SZ,同兴达,-39.79,14.64,47.94,15.41,-34.44,3048.55,4710.61,3245.88,1489.15,1363.68,0.05,0.03,0.03,0.04,0.03
002846.SZ,英联股份,-44.61,78.71,-29.56,-5.12,20.87,2118.97,1750.53,1903.69,995.13,916.32,0.07,0.04,0.06,0.04,0.03
002847.SZ,盐津铺子,-18.22,71.3,222.7,-22.59,27.88,12438.64,9673.97,12077.14,1302.07,814.37,0.06,0.04,0.06,0.15,0.14
002848.SZ,高斯贝尔,-25.14,9.3,-15.58,-18.7,3.44,1496.46,1435.59,1737.86,1127.44,647.48,0.03,0.03,0.03,0.03,0.05
002849.SZ,威星智能,-26.27,0.76,-14.46,9.2,46.02,2007.3,1299.26,1173.45,939.29,619.45,0.05,0.03,0.03,0.02,0.02
002850.SZ,科达利,-57.47,154.83,110.21,72.18,-28.32,18609.29,24688.72,12219.86,4226.87,2236.85,0.04,0.02,0.04,0.09,0.09
002851.SZ,麦格米特,-7.23,48.66,66.42,-3.78,-18.85,10655.44,12805.08,13093.61,5354.05,1527.68,0.05,0.04,0.05,0.06,0.05
002852.SZ,道道全,-37.76,13.83,38.59,-7.98,-19.07,3963.05,3509.35,3739.92,1679.85,1408.45,0.03,0.02,0.02,0.03,0.03
002853.SZ,皮阿诺,-45.4,0.55,34.82,-28.19,17.02,2229.27,1807.08,1819.17,910.81,1297.92,0.06,0.03,0.03,0.03,0.02
002855.SZ,捷荣技术,-34.5,55.63,-22.22,-10.64,-13.76,1938.51,2235.06,2527.43,1096.69,778.8,0.03,0.02,0.03,0.02,0.02
002856.SZ,美芝股份,-42.9,-13.07,-25.08,-20.77,-9.46,1076.46,1093.79,1043.69,568.93,1129.91,0.07,0.04,0.03,0.02,0.02
